               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.10839,            0.054986,                   0,           0.0024074,             0.10317,           0.0016505,          0.00033954,             0.10326,            0.045022,                   0,              0.0775,              0.0025,              0.0025
